Age,Annual Income,Employment Status,Loan Amount,Existing Debts,Credit Utilization Ratio,Number of Credit Accounts,Payment History,Credit History Length,Number of Late Payments,Debt-to-Income Ratio,Loan Purpose,Creditworthy
55,17966,Employed,6121,7794,0.33,13,0.93,25.8,1,0.13,Education,1
33,40369,Employed,30482,34180,0.26,14,0.94,12.6,1,0.28,Major Purchase,1
32,42074,Employed,33472,25857,0.27,6,0.94,6.3,1,0.26,Auto,0
44,67294,Employed,47321,74250,0.34,2,0.88,18.3,2,0.3,Auto,1
55,34575,Employed,10000,3776,0.52,19,1.0,8.2,0,0.08,Education,1
29,113474,Employed,49187,93643,0.27,1,0.99,10.7,0,0.2,Debt Consolidation,1
42,18848,Employed,4786,15207,0.34,5,0.93,9.0,1,0.16,Debt Consolidation,1
47,94427,Employed,1941,107717,0.4,18,0.99,24.7,0,0.14,Debt Consolidation,1
50,43819,Employed,2321,19536,0.64,18,0.87,30.3,2,0.07,Debt Consolidation,1
44,75341,Employed,19038,27614,0.44,8,0.88,22.6,2,0.1,Education,1
37,51016,Employed,4068,10553,0.71,11,0.81,2.2,3,0.04,Business,0
32,86662,Unemployed,40361,27588,0.6,13,0.77,9.5,4,0.15,Debt Consolidation,0
43,40389,Employed,9586,24324,0.53,13,0.87,3.9,2,0.13,Debt Consolidation,0
29,28302,Self-Employed,1791,28450,0.55,6,0.99,1.1,0,0.14,Debt Consolidation,0
18,99733,Unemployed,61977,34023,0.87,4,0.76,0.1,4,0.19,Debt Consolidation,0
47,46316,Self-Employed,11136,8767,0.88,13,0.86,26.7,2,0.08,Home Improvement,0
52,54763,Employed,16747,17882,0.53,2,1.0,31.0,0,0.11,Debt Consolidation,1
18,90887,Unemployed,67279,11007,0.73,3,0.61,0.3,7,0.19,Debt Consolidation,0
29,29261,Self-Employed,7524,32539,0.6,7,0.77,6.5,4,0.2,Business,0
49,66022,Employed,14866,69134,0.73,19,0.91,29.7,1,0.18,Debt Consolidation,1
66,36499,Retired,7574,13511,0.44,13,0.93,24.3,1,0.09,Auto,1
42,45885,Employed,17315,13599,0.42,5,0.88,10.1,2,0.13,Education,1
33,50824,Employed,30911,55218,0.25,10,0.99,7.8,0,0.28,Debt Consolidation,1
39,23153,Employed,13564,49,0.72,6,0.91,16.8,1,0.14,Business,0
58,33209,Employed,1193,23933,0.86,14,0.99,19.6,0,0.1,Education,0
34,96330,Employed,70810,105886,0.37,4,0.88,12.7,2,0.31,Debt Consolidation,0
32,76350,Employed,30838,46594,0.6,6,0.87,6.6,2,0.17,Debt Consolidation,1
36,47509,Employed,15332,169,0.56,3,0.87,5.3,2,0.08,Auto,0
30,55357,Employed,25793,14539,0.46,7,1.0,4.6,0,0.14,Home Improvement,1
43,42314,Self-Employed,16418,46837,0.84,7,0.86,2.9,2,0.23,Home Improvement,1
61,96595,Employed,49473,1973,0.4,4,0.93,21.9,1,0.13,Debt Consolidation,0
45,44348,Employed,12682,21008,0.69,2,0.82,4.9,3,0.13,Debt Consolidation,1
38,55045,Employed,22727,52165,0.46,7,0.98,16.4,0,0.21,Auto,1
38,86943,Employed,57669,87438,0.54,3,0.92,9.0,1,0.28,Business,1
23,33233,Employed,12007,19046,0.91,1,0.8,4.1,3,0.16,Education,1
52,106872,Unemployed,57941,29815,0.59,2,0.82,32.5,3,0.16,Debt Consolidation,0
41,22805,Employed,4903,16411,0.61,10,0.92,19.7,1,0.14,Major Purchase,0
39,110726,Unemployed,13115,35048,0.65,16,0.57,20.0,8,0.07,Education,0
75,40686,Retired,19169,12462,0.71,15,0.91,32.8,1,0.15,Auto,0
45,43418,Employed,8962,42076,0.52,15,0.92,5.3,1,0.17,Debt Consolidation,0
32,19053,Employed,13886,3526,0.39,14,0.93,13.2,1,0.2,Home Improvement,1
36,39050,Self-Employed,13025,258,0.42,6,0.88,15.8,2,0.08,Business,0
55,29146,Employed,17907,11778,0.46,14,0.93,32.1,1,0.2,Debt Consolidation,1
43,36176,Employed,4296,21313,0.65,6,0.92,17.6,1,0.1,Auto,1
24,45768,Self-Employed,21863,38723,0.54,1,0.87,4.1,2,0.22,Education,0
53,79133,Employed,41479,74173,0.36,18,0.93,1.5,1,0.24,Debt Consolidation,1
33,54382,Employed,6685,43299,0.35,4,0.93,11.5,1,0.13,Auto,1
64,57173,Self-Employed,7647,42982,0.33,19,0.93,5.1,1,0.12,Debt Consolidation,1
54,28345,Employed,8794,22644,0.54,17,0.82,10.1,3,0.17,Auto,0
36,31559,Employed,6590,10282,0.63,16,1.0,10.4,0,0.09,Major Purchase,1
57,120494,Employed,21767,55286,0.16,8,1.0,18.2,0,0.1,Major Purchase,1
42,33941,Employed,1398,25106,0.67,7,0.72,1.4,5,0.1,Business,1
52,112207,Employed,6430,8828,0.48,12,0.99,28.2,0,0.02,Home Improvement,1
47,43411,Employed,4880,15384,0.44,9,0.88,25.6,2,0.07,Education,1
31,49076,Employed,1126,23934,0.3,11,0.88,9.2,2,0.06,Auto,1
34,83715,Employed,61487,53588,0.62,14,0.92,9.1,1,0.25,Debt Consolidation,1
54,92590,Self-Employed,40793,54052,0.42,1,0.88,34.6,2,0.18,Debt Consolidation,1
37,46378,Unemployed,6925,39966,0.85,15,0.56,3.2,8,0.14,Education,0
37,40371,Employed,20702,22935,0.69,10,0.92,14.3,1,0.19,Debt Consolidation,1
30,47669,Employed,3081,51718,0.4,1,0.93,2.4,1,0.15,Business,1
47,58045,Self-Employed,35825,26490,0.27,17,0.94,11.7,1,0.2,Home Improvement,0
66,76546,Retired,6287,48258,0.5,17,0.88,28.5,2,0.1,Debt Consolidation,1
29,49124,Employed,6335,189,0.42,4,0.83,8.4,3,0.03,Home Improvement,1
42,66798,Self-Employed,3989,24886,0.25,17,0.99,1.1,0,0.06,Business,1
58,111210,Self-Employed,72257,115645,0.15,18,1.0,11.2,0,0.28,Major Purchase,1
41,59317,Employed,17723,23743,0.65,2,0.92,12.8,1,0.12,Debt Consolidation,0
47,57286,Employed,3728,17404,0.23,8,0.94,15.9,1,0.05,Auto,1
29,22937,Employed,4161,14960,0.55,13,0.92,7.4,1,0.12,Education,0
47,15000,Employed,10500,1417,0.55,15,0.92,9.5,1,0.18,Education,0
39,59527,Employed,9175,37973,0.62,9,0.82,11.8,3,0.11,Auto,1
53,46750,Employed,7901,17035,0.3,3,0.94,7.5,1,0.08,Debt Consolidation,1
56,37896,Employed,11890,17421,0.53,3,1.0,7.9,0,0.13,Home Improvement,1
73,55368,Retired,12315,52579,0.61,2,0.77,32.1,4,0.17,Debt Consolidation,0
48,47562,Self-Employed,16426,37780,0.87,1,0.86,20.9,2,0.18,Debt Consolidation,1
45,86153,Employed,32316,46119,0.37,14,0.98,4.1,0,0.15,Debt Consolidation,1
44,51177,Self-Employed,36065,35466,0.44,17,0.93,4.1,1,0.25,Debt Consolidation,0
37,33743,Self-Employed,22834,31050,0.39,13,0.78,11.2,4,0.27,Education,1
46,80425,Employed,16239,71975,0.51,19,0.99,8.3,0,0.16,Debt Consolidation,1
38,43977,Employed,15750,9779,0.5,15,0.88,8.5,2,0.11,Education,1
44,63784,Employed,24674,23032,0.37,14,0.98,11.0,0,0.14,Education,1
57,38611,Employed,14513,16134,0.78,2,0.86,7.8,2,0.14,Business,1
29,35421,Employed,27629,7971,0.66,7,0.77,1.0,4,0.21,Education,1
55,51127,Employed,27085,746,0.43,17,0.93,31.7,1,0.13,Major Purchase,1
57,49336,Employed,39086,10299,0.36,18,0.88,28.2,2,0.22,Debt Consolidation,0
40,62312,Employed,49248,60435,0.36,6,0.98,15.5,0,0.31,Auto,1
18,42859,Unemployed,27156,28076,1.01,5,0.7,0.6,5,0.23,Debt Consolidation,0
34,19571,Employed,4433,8023,0.42,8,0.93,11.5,1,0.1,Auto,0
57,39482,Employed,5633,28822,0.6,2,0.92,36.6,1,0.12,Home Improvement,1
41,72904,Employed,35819,64723,0.68,1,0.77,15.6,4,0.22,Education,0
30,42247,Employed,4876,17968,0.78,7,0.86,3.9,2,0.08,Debt Consolidation,0
35,43339,Self-Employed,6908,24238,0.51,6,0.87,10.1,2,0.11,Debt Consolidation,1
52,80272,Employed,56282,6185,0.44,11,1.0,15.6,0,0.18,Auto,1
48,34338,Employed,7427,24603,0.35,15,1.0,17.1,0,0.14,Business,0
39,22665,Self-Employed,14009,9693,0.65,13,0.82,11.4,3,0.2,Debt Consolidation,1
37,45237,Employed,2823,23533,0.77,14,0.86,16.5,2,0.08,Major Purchase,0
37,38480,Employed,20814,19514,0.39,8,0.93,12.7,1,0.19,Debt Consolidation,0
30,30238,Employed,3740,22946,0.71,2,0.81,3.1,3,0.12,Auto,0
61,44905,Self-Employed,35556,30847,0.59,14,0.82,3.6,3,0.27,Major Purchase,1
38,62677,Employed,16641,31747,0.3,6,0.84,9.1,3,0.12,Debt Consolidation,0
56,48793,Employed,11896,992,0.32,9,0.88,1.6,2,0.06,Home Improvement,0
60,57153,Employed,13915,42587,0.51,7,0.87,14.1,2,0.15,Debt Consolidation,0
53,121382,Employed,86340,128117,0.28,18,0.89,13.5,2,0.3,Home Improvement,1
36,41297,Self-Employed,20411,38135,0.53,16,0.87,7.4,2,0.23,Auto,0
46,56340,Employed,4101,66365,0.57,9,0.82,27.4,3,0.16,Education,1
41,38001,Employed,29536,6341,0.73,4,0.91,7.7,1,0.21,Major Purchase,1
31,32106,Employed,6873,8573,0.88,9,0.71,4.2,5,0.08,Debt Consolidation,0
45,36590,Self-Employed,4588,23678,0.37,4,0.88,4.4,2,0.11,Home Improvement,1
27,38585,Employed,15709,10921,0.27,12,0.99,5.1,0,0.13,Home Improvement,1
56,58673,Self-Employed,21229,2432,0.37,4,0.99,6.7,0,0.09,Business,1
36,158663,Self-Employed,88657,60343,0.47,9,0.93,11.5,1,0.18,Debt Consolidation,1
44,34268,Employed,26723,11828,0.39,14,0.88,4.9,2,0.23,Major Purchase,0
45,39802,Employed,12709,12597,0.43,7,0.93,16.0,1,0.11,Home Improvement,1
38,47497,Employed,2417,54327,0.46,13,0.93,16.7,1,0.15,Education,1
49,59748,Self-Employed,21293,17096,0.23,8,0.89,2.3,2,0.12,Home Improvement,1
36,55925,Employed,36540,8686,0.46,7,0.93,8.1,1,0.18,Business,1
52,93157,Employed,63251,14009,0.23,5,0.94,16.2,1,0.18,Education,1
25,15000,Self-Employed,6175,14513,0.43,12,0.93,5.7,1,0.21,Education,0
43,15000,Employed,7275,12867,0.5,13,0.99,12.2,0,0.22,Education,1
65,38256,Employed,28404,5944,0.43,14,0.93,27.1,1,0.2,Home Improvement,1
29,84850,Employed,36017,22375,0.25,12,0.94,8.9,1,0.13,Debt Consolidation,0
33,22408,Employed,17079,20095,0.73,2,0.86,8.8,2,0.29,Business,0
48,15000,Self-Employed,4858,4943,0.46,4,0.88,11.4,2,0.12,Debt Consolidation,0
44,65224,Employed,51777,76823,0.76,18,0.91,3.1,1,0.33,Business,0
46,55371,Employed,3749,35918,0.61,7,0.87,20.7,2,0.09,Education,1
47,28421,Self-Employed,19989,6548,0.42,15,0.93,25.4,1,0.2,Home Improvement,0
49,29948,Employed,2847,30862,0.65,6,0.87,30.1,2,0.15,Education,1
55,30185,Unemployed,15153,11572,0.7,16,0.82,34.4,3,0.17,Education,1
46,51806,Unemployed,9770,17954,1.16,8,0.69,22.5,5,0.09,Auto,0
39,35840,Employed,2136,14082,0.54,16,0.87,13.9,2,0.06,Business,1
50,62757,Employed,12602,57851,0.25,16,0.94,25.2,1,0.16,Debt Consolidation,0
64,15000,Employed,4133,3117,0.57,3,0.77,20.4,4,0.09,Major Purchase,1
40,31938,Employed,11466,14631,0.8,17,1.0,13.5,0,0.14,Home Improvement,1
30,27916,Employed,11413,1032,0.37,9,0.99,4.8,0,0.1,Business,1
55,43123,Employed,2157,42775,0.48,3,0.88,12.8,2,0.13,Debt Consolidation,1
40,37458,Employed,8452,15314,0.39,7,0.93,16.9,1,0.1,Debt Consolidation,1
18,73051,Unemployed,13050,21755,0.9,2,0.76,0.5,4,0.08,Education,0
52,19347,Employed,10841,13462,0.85,12,0.86,8.0,2,0.22,Debt Consolidation,0
35,50148,Employed,15478,42424,0.42,3,0.93,4.2,1,0.18,Major Purchase,0
40,64806,Employed,30240,63216,0.37,16,0.88,19.0,2,0.23,Debt Consolidation,1
45,124035,Unemployed,88333,51765,0.67,17,0.77,18.6,4,0.22,Debt Consolidation,0
44,38527,Employed,5372,37554,0.52,15,0.92,14.7,1,0.15,Debt Consolidation,1
50,57654,Self-Employed,6611,32162,0.39,1,0.98,13.4,0,0.09,Debt Consolidation,1
36,19891,Employed,2586,2414,0.63,2,1.0,8.3,0,0.05,Education,0
48,15000,Employed,11150,15233,0.44,8,0.93,2.7,1,0.3,Home Improvement,0
38,74786,Employed,31166,49146,0.34,2,0.88,9.6,2,0.18,Home Improvement,0
50,48884,Employed,19707,35340,0.45,19,0.99,25.7,0,0.18,Debt Consolidation,1
49,88367,Employed,1233,99411,0.21,9,0.98,12.6,0,0.14,Debt Consolidation,0
30,24668,Employed,8916,16551,0.74,9,0.76,5.2,4,0.17,Debt Consolidation,0
55,63573,Employed,1031,425,0.42,13,0.99,1.6,0,0.02,Auto,1
35,124792,Unemployed,29014,130374,0.93,6,0.75,8.3,4,0.18,Auto,1
51,60466,Employed,26947,20661,0.27,15,0.94,1.8,1,0.15,Auto,1
46,56291,Unemployed,9951,33893,0.79,19,0.71,16.4,5,0.11,Major Purchase,0
64,49230,Employed,4203,12103,0.27,15,0.89,23.8,2,0.05,Business,1
39,22349,Employed,6894,7964,0.55,7,0.82,17.8,3,0.12,Home Improvement,1
37,96547,Employed,68330,79552,0.24,10,0.94,11.5,1,0.27,Home Improvement,0
41,36118,Employed,14080,18618,0.35,11,0.88,8.1,2,0.16,Business,1
38,63085,Employed,1761,47475,0.47,8,0.83,10.8,3,0.1,Education,0
51,22437,Employed,16574,22173,0.48,6,0.93,23.4,1,0.3,Debt Consolidation,1
22,27180,Employed,21464,11116,0.36,8,0.93,1.3,1,0.24,Education,1
29,100462,Employed,5071,68515,0.29,2,0.99,7.2,0,0.09,Major Purchase,1
29,41206,Employed,13095,38449,0.52,3,0.92,10.2,1,0.19,Business,1
53,101380,Self-Employed,22009,86999,0.32,16,0.99,11.2,0,0.16,Debt Consolidation,1
62,47140,Employed,29631,30537,0.41,7,1.0,27.9,0,0.23,Major Purchase,1
40,19517,Employed,6978,8978,0.64,10,0.92,18.2,1,0.14,Major Purchase,1
39,76575,Employed,31700,37445,0.83,12,0.81,11.2,3,0.16,Debt Consolidation,1
42,36499,Employed,15337,18970,0.57,17,0.99,17.5,0,0.16,Business,1
55,69518,Employed,32232,29101,0.56,7,0.87,12.2,2,0.16,Business,1
30,49642,Employed,18854,41643,0.53,6,0.77,4.4,4,0.19,Debt Consolidation,1
44,22661,Employed,4287,3410,0.4,8,0.78,17.7,4,0.06,Education,0
53,53217,Employed,23090,61781,0.4,7,0.93,25.0,1,0.24,Debt Consolidation,1
48,146988,Employed,28161,116847,0.23,4,0.94,28.2,1,0.14,Education,1
44,62723,Employed,17894,22441,0.56,3,0.98,6.6,0,0.11,Business,1
54,47631,Employed,26130,2431,0.51,19,0.87,17.4,2,0.14,Home Improvement,1
18,83924,Unemployed,45665,71633,0.74,4,0.66,0.3,6,0.23,Home Improvement,0
50,54466,Employed,40552,47996,0.66,9,0.99,3.5,0,0.28,Major Purchase,1
34,54435,Employed,28718,62945,0.35,13,0.88,7.0,2,0.27,Major Purchase,0
20,28401,Unemployed,15196,8646,0.9,2,0.65,1.4,6,0.16,Debt Consolidation,0
48,55101,Self-Employed,40356,5469,0.42,16,0.88,8.8,2,0.19,Major Purchase,0
58,82266,Employed,43184,90341,0.81,1,0.76,12.6,4,0.26,Debt Consolidation,0
40,32272,Employed,19049,10016,0.44,4,0.93,8.6,1,0.18,Debt Consolidation,1
53,99932,Unemployed,35633,86524,0.99,18,0.75,34.6,4,0.19,Auto,0
61,46823,Employed,1765,3408,0.44,8,0.73,33.9,5,0.02,Auto,1
57,31448,Self-Employed,4449,28702,0.44,16,0.88,3.7,2,0.14,Auto,1
61,80726,Employed,52857,12305,0.38,11,0.98,37.6,0,0.18,Debt Consolidation,1
50,42472,Employed,6765,35451,0.36,19,0.88,20.6,2,0.14,Debt Consolidation,1
42,71664,Employed,16461,45779,0.67,18,0.82,21.5,3,0.13,Major Purchase,1
22,42366,Employed,16336,48576,0.43,3,0.93,2.0,1,0.23,Debt Consolidation,1
39,47576,Self-Employed,31761,2107,0.73,11,0.86,10.3,2,0.17,Debt Consolidation,0
31,62741,Unemployed,38742,21988,0.58,3,0.82,11.8,3,0.19,Business,0
68,56695,Retired,2383,4728,0.95,8,0.7,14.4,5,0.02,Education,0
39,18074,Employed,3435,19068,0.65,10,0.87,19.3,2,0.17,Home Improvement,0
43,27983,Self-Employed,2450,19942,0.44,16,0.93,20.9,1,0.11,Debt Consolidation,0
48,78018,Employed,58566,50084,0.4,5,0.99,29.4,0,0.26,Business,1
42,45886,Employed,24442,7238,0.56,9,0.99,8.5,0,0.15,Major Purchase,1
62,37727,Employed,24700,22139,0.63,8,0.87,11.1,2,0.23,Debt Consolidation,1
34,24852,Employed,6628,11890,0.43,11,0.83,6.0,3,0.12,Education,0
44,28570,Self-Employed,17825,10825,0.44,16,1.0,24.9,0,0.2,Debt Consolidation,1
33,17838,Employed,10629,16528,0.75,7,0.76,5.7,4,0.25,Business,0
26,46600,Employed,28763,3426,0.46,8,0.88,5.0,2,0.16,Debt Consolidation,1
34,36343,Unemployed,15788,28202,0.67,13,0.77,7.1,4,0.2,Auto,0
41,30233,Employed,3367,29857,0.5,17,0.88,9.7,2,0.15,Home Improvement,0
36,47379,Employed,5865,51584,0.37,6,1.0,4.3,0,0.16,Home Improvement,1
33,58805,Employed,42842,52636,0.38,15,0.88,8.5,2,0.28,Business,1
25,139608,Employed,40927,42368,0.28,8,0.94,6.1,1,0.11,Home Improvement,1
41,23018,Employed,17834,16586,0.91,7,0.85,2.1,2,0.27,Business,0
23,87525,Employed,32076,14851,0.31,2,0.93,4.6,1,0.11,Home Improvement,0
51,79741,Employed,8286,11201,0.47,13,0.99,22.3,0,0.04,Debt Consolidation,1
42,33204,Employed,20734,25445,0.42,6,0.93,15.2,1,0.24,Home Improvement,0
24,54264,Employed,3829,55420,0.64,5,0.92,4.1,1,0.14,Home Improvement,1
38,38994,Employed,3613,3146,0.31,1,0.93,6.6,1,0.03,Home Improvement,1
32,53790,Employed,2915,6842,0.33,13,0.98,6.4,0,0.03,Business,1
45,104251,Employed,40980,70758,0.48,18,0.88,21.8,2,0.18,Education,0
58,66356,Employed,10440,17375,0.49,15,0.93,12.9,1,0.07,Business,1
19,63215,Employed,5819,46411,0.37,7,0.93,1.0,1,0.11,Home Improvement,1
43,39531,Unemployed,8879,10177,0.84,10,0.56,1.5,8,0.08,Debt Consolidation,0
40,23341,Self-Employed,11334,3262,0.73,3,0.91,16.4,1,0.13,Debt Consolidation,1
50,44168,Employed,18592,28916,0.4,5,0.83,13.9,3,0.18,Business,0
44,89617,Self-Employed,70656,92720,0.39,13,0.99,14.1,0,0.31,Debt Consolidation,1
32,22843,Employed,11557,18779,0.63,8,0.87,2.5,2,0.22,Debt Consolidation,0
38,28924,Unemployed,7476,28416,0.96,2,0.65,19.8,6,0.18,Debt Consolidation,0
32,52215,Employed,3961,16688,0.6,9,0.87,4.9,2,0.06,Home Improvement,0
54,29961,Employed,13849,31853,0.54,17,0.82,23.2,3,0.24,Home Improvement,1
42,32982,Employed,22160,14922,0.95,18,0.75,14.4,4,0.22,Debt Consolidation,0
64,39664,Employed,11339,40573,0.64,13,0.92,36.3,1,0.19,Home Improvement,1
41,24765,Unemployed,19801,14002,0.72,1,0.81,7.5,3,0.26,Home Improvement,0
33,30119,Employed,2616,9680,0.44,12,0.83,11.6,3,0.06,Auto,1
23,69683,Employed,9911,21762,0.54,4,0.82,2.5,3,0.07,Business,0
20,25496,Employed,7825,17367,0.81,4,0.99,1.4,0,0.16,Education,1
22,22049,Employed,17372,2090,0.35,5,0.83,3.0,3,0.2,Home Improvement,1
45,35774,Employed,9882,39925,0.42,5,0.98,21.4,0,0.2,Debt Consolidation,0
48,70684,Employed,33855,23025,0.33,8,0.93,20.3,1,0.15,Business,1
23,44424,Unemployed,17308,17891,0.81,11,0.61,4.6,7,0.14,Debt Consolidation,0
52,38859,Employed,19896,10878,0.79,15,0.76,10.4,4,0.16,Home Improvement,0
36,50120,Employed,26069,180,0.61,11,0.87,16.3,2,0.13,Business,0
43,20478,Self-Employed,2245,17018,0.45,3,0.88,4.1,2,0.13,Major Purchase,0
61,62777,Employed,23500,44487,0.74,6,0.91,28.7,1,0.17,Business,1
52,59380,Employed,16874,57692,0.53,13,0.87,19.1,2,0.18,Major Purchase,1
38,39948,Employed,10333,1965,0.58,12,0.87,10.4,2,0.07,Business,0
31,81061,Self-Employed,54383,90333,0.48,3,0.73,4.7,5,0.29,Auto,0
18,27896,Employed,1977,11076,0.58,2,0.67,0.6,6,0.06,Debt Consolidation,0
33,86159,Unemployed,27810,94402,0.74,8,0.86,3.3,2,0.21,Major Purchase,0
39,52957,Self-Employed,26117,6807,0.41,1,1.0,8.4,0,0.13,Business,1
30,41428,Employed,7722,36982,0.6,9,0.99,2.1,0,0.15,Debt Consolidation,1
40,48536,Employed,16670,33743,0.41,7,1.0,13.0,0,0.17,Home Improvement,1
42,46460,Employed,14217,19969,0.58,12,0.87,3.2,2,0.13,Debt Consolidation,1
39,90232,Employed,42770,8569,0.63,10,0.82,4.2,3,0.13,Major Purchase,0
34,28614,Self-Employed,21891,20764,0.33,13,0.99,2.3,0,0.27,Education,1
44,33481,Unemployed,4492,1062,0.85,12,0.71,10.5,5,0.04,Debt Consolidation,0
47,82302,Employed,46272,49507,0.37,11,1.0,24.6,0,0.21,Debt Consolidation,1
28,36396,Employed,5925,26388,0.76,4,0.76,9.2,4,0.13,Major Purchase,0
58,76900,Employed,18517,67597,0.56,19,0.87,3.8,2,0.16,Education,1
40,114659,Employed,62724,136397,0.2,6,0.99,14.3,0,0.27,Home Improvement,1
42,40098,Employed,16218,12514,0.45,9,0.93,16.7,1,0.13,Home Improvement,1
50,68918,Employed,38633,26661,0.71,10,0.91,17.5,1,0.18,Debt Consolidation,1
44,27533,Employed,15184,11271,0.46,5,0.93,17.7,1,0.18,Debt Consolidation,0
53,71493,Employed,42528,62763,0.9,13,0.76,8.9,4,0.25,Education,0
45,54160,Employed,10513,60560,0.8,9,0.81,13.7,3,0.18,Home Improvement,0
34,62101,Self-Employed,41434,72607,0.66,2,0.82,6.9,3,0.3,Home Improvement,0
46,35497,Self-Employed,24088,40287,0.46,18,0.93,3.4,1,0.3,Education,0
28,21363,Employed,11936,22542,0.65,5,0.92,6.6,1,0.26,Debt Consolidation,1
43,63046,Employed,32430,74972,0.48,1,0.99,12.9,0,0.27,Major Purchase,1
41,17471,Employed,13817,7881,0.62,12,0.92,7.1,1,0.24,Debt Consolidation,0
39,41828,Employed,8365,47599,0.42,10,0.93,10.5,1,0.18,Debt Consolidation,1
40,78479,Employed,61922,71668,0.49,2,0.88,17.3,2,0.3,Debt Consolidation,1
19,53957,Unemployed,40400,10907,1.13,9,0.79,1.0,3,0.2,Debt Consolidation,0
35,129854,Employed,51293,6819,0.45,2,0.93,11.4,1,0.1,Debt Consolidation,1
43,81842,Employed,34845,21064,0.36,14,0.99,12.2,0,0.13,Home Improvement,1
43,35349,Employed,21983,33033,0.63,11,0.62,14.8,7,0.26,Auto,0
29,49694,Employed,5832,37669,0.89,7,0.81,4.9,3,0.12,Debt Consolidation,0
57,47873,Employed,9670,12888,0.56,11,0.87,5.8,2,0.08,Home Improvement,1
31,22223,Unemployed,16166,19784,0.74,1,0.71,5.6,5,0.28,Major Purchase,0
53,30632,Employed,20875,5194,0.42,4,0.93,19.0,1,0.18,Debt Consolidation,1
47,37035,Employed,2371,36524,0.4,13,0.93,17.8,1,0.13,Auto,1
34,17710,Employed,6459,16877,0.55,7,0.87,15.0,2,0.2,Debt Consolidation,0
63,50198,Unemployed,29476,58585,0.9,16,0.86,35.2,2,0.28,Debt Consolidation,1
27,43280,Employed,28177,7804,0.28,1,0.94,2.2,1,0.18,Home Improvement,1
53,21238,Employed,4423,23105,0.49,13,0.78,6.9,4,0.18,Debt Consolidation,1
54,60000,Self-Employed,43656,24559,0.7,1,0.82,4.5,3,0.22,Business,0
33,70118,Employed,21360,35007,0.7,11,1.0,11.3,0,0.13,Debt Consolidation,1
58,54913,Employed,2398,30868,0.4,6,0.99,28.5,0,0.08,Education,1
38,41687,Employed,31232,31360,0.69,3,0.92,19.7,1,0.27,Education,0
45,65888,Employed,45940,78650,0.65,12,0.87,14.6,2,0.31,Debt Consolidation,1
45,68879,Employed,47382,49588,0.43,5,0.88,22.5,2,0.25,Auto,1
40,57165,Employed,6361,63570,0.37,9,1.0,13.1,0,0.16,Home Improvement,0
51,32457,Employed,2401,9932,0.39,12,0.98,29.0,0,0.05,Auto,1
51,56291,Employed,27284,26912,0.33,10,0.93,24.1,1,0.17,Business,1
21,89120,Employed,67948,53953,0.23,3,0.99,2.3,0,0.26,Debt Consolidation,1
57,36376,Employed,23814,14094,0.8,5,0.81,22.5,3,0.2,Home Improvement,0
22,139940,Employed,4230,146530,0.37,10,0.88,3.2,2,0.13,Debt Consolidation,1
54,37691,Unemployed,8521,32821,1.08,5,0.8,15.7,3,0.16,Debt Consolidation,0
55,49821,Employed,39617,28629,0.89,9,0.98,4.5,0,0.26,Debt Consolidation,1
28,35022,Employed,11694,31574,0.75,11,0.76,1.4,4,0.19,Major Purchase,0
37,54810,Employed,39824,30744,0.33,12,0.93,9.6,1,0.24,Home Improvement,1
28,20514,Employed,5722,424,0.97,10,0.85,6.4,2,0.07,Debt Consolidation,0
39,37308,Employed,25493,24318,0.75,17,0.86,2.6,2,0.24,Debt Consolidation,0
38,28394,Employed,18648,21301,0.59,10,0.77,6.5,4,0.25,Debt Consolidation,1
51,52452,Employed,17179,61759,0.79,1,0.86,11.3,2,0.22,Debt Consolidation,0
57,80597,Employed,36027,3945,0.38,16,0.83,22.4,3,0.11,Home Improvement,1
58,67710,Self-Employed,50514,41608,0.62,15,0.92,11.9,1,0.25,Debt Consolidation,1
35,15000,Employed,11837,1766,0.71,7,0.81,2.5,3,0.2,Debt Consolidation,1
39,136084,Employed,72812,22349,0.23,17,0.89,4.3,2,0.15,Education,1
21,56819,Employed,22768,41622,0.62,10,0.92,1.3,1,0.18,Business,1
32,33248,Employed,24132,9238,0.5,4,0.88,12.0,2,0.21,Home Improvement,1
53,53027,Employed,10575,47671,0.44,13,0.83,10.7,3,0.16,Business,0
61,53535,Employed,8831,33033,0.78,1,0.76,31.0,4,0.11,Debt Consolidation,0
27,35121,Employed,18050,9196,0.47,9,1.0,5.5,0,0.15,Auto,1
34,54119,Employed,3812,32067,0.62,8,0.87,15.7,2,0.09,Debt Consolidation,0
41,36180,Self-Employed,3475,38,0.32,5,0.88,7.0,2,0.02,Business,0
45,40047,Employed,24357,41459,0.45,6,0.88,5.1,2,0.27,Business,0
32,34782,Employed,4100,529,0.49,7,0.93,1.7,1,0.03,Auto,0
47,23948,Self-Employed,15930,201,0.41,14,0.98,7.7,0,0.16,Business,1
36,52728,Employed,20785,38691,0.57,6,1.0,12.6,0,0.18,Education,1
41,65686,Employed,38783,76735,0.4,11,0.83,2.9,3,0.28,Debt Consolidation,0
48,63414,Employed,45859,65133,0.32,6,0.99,8.1,0,0.3,Education,1
42,73862,Employed,52303,22337,0.26,11,0.98,20.7,0,0.21,Home Improvement,1
36,57651,Employed,24021,13605,0.61,13,0.92,10.9,1,0.13,Debt Consolidation,1
